Player,Primary_Pos,Club,League,Age,Market_Value_EUR,Predicted_Value,Gap,Value_Ratio
Kenan YÄ±ldÄ±z,MF,Juventus,it Serie A,20.0,75000000,46208308.0,-28791692.0,0.6161107733333333
Elliot Anderson,MF,Nottingham Forest,eng Premier League,22.0,75000000,45782300.0,-29217700.0,0.6104306666666667
Ayyoub Bouaddi,MF,Lille,fr Ligue 1,17.0,50000000,20618976.0,-29381024.0,0.41237952
Ã‰derson,MF,Atalanta,it Serie A,26.0,45000000,15383604.0,-29616396.0,0.3418578666666667
Rodri,MF,Manchester City,eng Premier League,29.0,50000000,19618932.0,-30381068.0,0.39237864
Carlos Baleba,MF,Brighton,eng Premier League,21.0,55000000,23950616.0,-31049384.0,0.43546574545454547
Morgan Gibbs-White,MF,Nottingham Forest,eng Premier League,25.0,70000000,38697400.0,-31302600.0,0.55282
Kobbie Mainoo,MF,Manchester Utd,eng Premier League,20.0,70000000,38025364.0,-31974636.0,0.5432194857142857
Rafael LeÃ£o,FW,Milan,it Serie A,26.0,50000000,17897208.0,-32102792.0,0.35794416
Cole Palmer,MF,Chelsea,eng Premier League,23.0,100000000,66827790.0,-33172208.0,0.66827792
Adam Wharton,MF,Crystal Palace,eng Premier League,21.0,70000000,36662360.0,-33337640.0,0.523748
Alessandro Bastoni,DF,Inter,it Serie A,26.0,65000000,31250188.0,-33749812.0,0.4807721230769231
Dayot Upamecano,DF,Bayern Munich,de Bundesliga,26.0,70000000,34953588.0,-35046412.0,0.4993369714285714
Achraf Hakimi,DF,Paris Saint-Germain,fr Ligue 1,26.0,80000000,44117852.0,-35882148.0,0.55147315
Bruno GuimarÃ£es,MF,Newcastle United,eng Premier League,27.0,70000000,34036212.0,-35963788.0,0.4862316
Nuno Mendes,DF,Paris Saint-Germain,fr Ligue 1,23.0,80000000,42920150.0,-37079848.0,0.5365019
Marc GuÃ©hi,DF,Crystal Palace,eng Premier League,25.0,70000000,32777412.0,-37222588.0,0.46824874285714285
Trent Alexander-Arnold,DF,Real Madrid,es La Liga,26.0,60000000,21480704.0,-38519296.0,0.35801173333333336
Luka VuÅ¡koviÄ‡,DF,Hamburger SV,de Bundesliga,18.0,60000000,19744124.0,-40255876.0,0.3290687333333333
JÃ©rÃ©my Jacquet,DF,Rennes,fr Ligue 1,20.0,55000000,14561681.0,-40438319.0,0.26475783636363637
William Saliba,DF,Arsenal,eng Premier League,24.0,100000000,58064204.0,-41935796.0,0.58064204
Florian Wirtz,MF,Liverpool,eng Premier League,22.0,100000000,55274260.0,-44725740.0,0.5527426
Dominik Szoboszlai,MF,Liverpool,eng Premier League,24.0,100000000,54887750.0,-45112248.0,0.54887752
Aleksandar Pavlovic,MF,Bayern Munich,de Bundesliga,21.0,90000000,41999620.0,-48000380.0,0.46666244444444444
DÃ©sirÃ© DouÃ©,FW,Paris Saint-Germain,fr Ligue 1,20.0,120000000,71574424.0,-48425576.0,0.5964535333333333
Harry Kane,FW,Bayern Munich,de Bundesliga,32.0,60000000,9963594.0,-50036406.0,0.1660599
Sandro Tonali,MF,Newcastle United,eng Premier League,25.0,80000000,29925568.0,-50074432.0,0.3740696
Jamal Musiala,MF,Bayern Munich,de Bundesliga,22.0,100000000,49692520.0,-50307480.0,0.4969252
MoisÃ©s Caicedo,MF,Chelsea,eng Premier League,23.0,100000000,49164852.0,-50835148.0,0.49164852
Declan Rice,MF,Arsenal,eng Premier League,26.0,120000000,67647400.0,-52352600.0,0.5637283333333334
Willian Pacho,DF,Paris Saint-Germain,fr Ligue 1,23.0,80000000,25559080.0,-54440920.0,0.3194885
Alexander Isak,FW,Liverpool,eng Premier League,25.0,85000000,29363160.0,-55636840.0,0.34544894117647057
JuliÃ¡n Ãlvarez,FW,AtlÃ©tico Madrid,es La Liga,25.0,100000000,43303748.0,-56696252.0,0.43303748
Michael Olise,MF,Bayern Munich,de Bundesliga,23.0,150000000,90662700.0,-59337296.0,0.6044180266666667
Jude Bellingham,MF,Real Madrid,es La Liga,22.0,130000000,68953080.0,-61046920.0,0.5304083076923077
Ousmane DembÃ©lÃ©,FW,Paris Saint-Germain,fr Ligue 1,28.0,100000000,32788040.0,-67211960.0,0.3278804
JoÃ£o Neves,MF,Paris Saint-Germain,fr Ligue 1,20.0,140000000,58609750.0,-81390248.0,0.4186410857142857
Vitinha,MF,Paris Saint-Germain,fr Ligue 1,25.0,140000000,56081664.0,-83918336.0,0.4005833142857143
Khvicha Kvaratskhelia,FW,Paris Saint-Germain,fr Ligue 1,24.0,140000000,54010624.0,-85989376.0,0.3857901714285714
Pedri,MF,Barcelona,es La Liga,22.0,150000000,63421708.0,-86578292.0,0.4228113866666667
Vinicius JÃºnior,FW,Real Madrid,es La Liga,25.0,140000000,40174356.0,-99825644.0,0.2869596857142857
Lamine Yamal,MF,Barcelona,es La Liga,18.0,200000000,95540344.0,-104459656.0,0.47770172
Vitinha,FW,Genoa,it Serie A,25.0,140000000,11390334.0,-128609666.0,0.08135952857142857
Kylian MbappÃ©,FW,Real Madrid,es La Liga,26.0,180000000,22747376.0,-157252624.0,0.1263743111111111
Erling Haaland,FW,Manchester City,eng Premier League,25.0,200000000,25093136.0,-174906864.0,0.12546568
